StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,prolific_pid,choice_a,value_a,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,rating1,value1,rating2,value2,attention_color,attention_color_5_TEXT,choice_b,value_b,Q37_First Click,Q37_Last Click,Q37_Page Submit,Q37_Click Count,rating3,value3,rating4,value4,choice_c,value_c,Q75_First Click,Q75_Last Click,Q75_Page Submit,Q75_Click Count,rating5,value5,rating6,value6,choice_d,value_d,Q85_First Click,Q85_Last Click,Q85_Page Submit,Q85_Click Count,rating7,value7,rating8,value8,attention_number,attention_number_6_TEXT,resp_gender,resp_citizen,resp_born,resp_politics,resp_sexuality,resp_education,resp_religion,resp_attend,resp_knowlg,resp_imm_support_1,resp_imm_support_2,resp_imm_support_3,resp_imm_support_4,resp_imm_support_5,resp_imm_support_6,resp_imm_support_7,resp_imm_support_8,resp_imm_support_9,resp_imm_support_10,resp_imm_support_11,PROLIFIC_PID,gender1,pronoun1,possessive1,pronoun_cap1,sexuality1,gender2,pronoun2,possessive2,pronoun_cap2,sexuality2,gender3,pronoun3,possessive3,pronoun_cap3,sexuality3,gender4,pronoun4,possessive4,pronoun_cap4,sexuality4,Create New Field or Choose From Dropdown...,gender5,pronoun5,possessive5,pronoun_cap5,sexuality5,gender6,pronoun6,possessive6,pronoun_cap6,sexuality6,gender7,pronoun7,possessive7,pronoun_cap7,sexuality7,gender8,pronoun8,possessive8,pronoun_cap8,sexuality8,gdp1,gdp2,gdp3,gdp4,gdp5,gdp6,gdp7,gdp8,skill1,skill2,skill3,skill4,skill5,skill6,skill7,skill8,lang1,lang2,lang3,lang4,lang5,lang6,lang7,lang8,religion1,religion2,religion3,religion4,religion5,religion6,religion7,religion8,reason1,reason2,reason3,reason4,reason5,reason6,reason7,reason8
2023-01-31 12:48:55,2023-01-31 12:55:48,IP Address,*******,100,412,True,2023-01-31 12:55:48,R_3lMT3mjmqOgX9Cx,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,5d3a429a7886f10001b21cc4,Immigrant 1 should be admitted.,,44.454,44.454,62.295,1,6,5,3,3,Other,Green,Immigrant 3 should be admitted.,,62.257,62.257,65.757,1,5,4,4,6,,,,,,,,,,,,,,,,,,,,,Other,9,Man,Yes,Yes,Independent,"Straight (that is, not gay or lesbian)",Some college,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church of Christ, Jehovah’s Witness, etc.)",Less than once a year,,,,,,,,,,,,,5d3a429a7886f10001b21cc4,woman,she,her,She,lesbian,woman,she,her,She,"straight (that is, not lesbian)",man,he,his,He,gay,woman,she,her,She,lesbian,,,,,,,,,,,,,,,,,,,,,,moderately wealthy,moderately wealthy,moderately wealthy,moderately wealthy,,,,,"has an MD, and works as a cardiologist","has a primary school education, and works as a cleaner","has an MD, and works as a cardiologist","has a primary school education, and works as a cleaner",,,,,speaks English,does not speak English,does not speak English,speaks English,,,,,Muslim,Muslim,Muslim,Christian,,,,,could not find work due to high unemployment,could not find work due to high unemployment,feared government persecution,could not find work due to high unemployment,,,,
2023-01-31 12:52:48,2023-01-31 12:56:47,IP Address,*******,100,239,True,2023-01-31 12:56:48,R_3dVOWHxxcZ3qYe2,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,628b8ef9ef5432197c27bbc9,Immigrant 2 should be admitted.,,40.359,40.359,46.42,1,6,6,6,4,Other,Green,Immigrant 4 should be admitted.,,32.337,32.337,36.947,1,6,6,7 (definitely admit),5,,,,,,,,,,,,,,,,,,,,,Other,9,Man,Yes,Yes,Independent,"Straight (that is, not gay or lesbian)",Some college,Nothing in particular,Less than once a year,,,,,,,,,,,,,628b8ef9ef5432197c27bbc9,woman,she,her,She,"straight (that is, not lesbian)",man,he,his,He,"straight (that is, not gay)",woman,she,her,She,"straight (that is, not lesbian)",woman,she,her,She,lesbian,,,,,,,,,,,,,,,,,,,,,,low-income,moderately wealthy,moderately wealthy,low-income,,,,,"has a primary school education, and works as a cleaner","has a primary school education, and works as a cleaner","has a high school degree, and works as a restaurant manager","has an MD, and works as a cardiologist",,,,,does not speak English,speaks English,speaks English,does not speak English,,,,,Christian,Muslim,Muslim,Muslim,,,,,feared government persecution,feared government persecution,feared government persecution,could not find work due to high unemployment,,,,
2023-01-31 12:55:08,2023-01-31 12:58:44,IP Address,*******,100,215,True,2023-01-31 12:58:44,R_1ewUzmA0r6BroQT,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,5e3dff6b8714b707b9a258b0,Immigrant 2 should be admitted.,,41.414,49.003,50.801,2,7 (definitely admit),7 (a great deal of shared values),7 (definitely admit),5,Other,green,Immigrant 3 should be admitted.,,20.591,31.161,31.358,3,6,6,5,4,,,,,,,,,,,,,,,,,,,,,Other,9,Man,Yes,Yes,Democrat,"Straight (that is, not gay or lesbian)",Bachelor's degree,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church of Christ, Jehovah’s Witness, etc.)",About once or twice a year,,,,,,,,,,,,,5e3dff6b8714b707b9a258b0,man,he,his,He,"straight (that is, not gay)",man,he,his,He,gay,man,he,his,He,"straight (that is, not gay)",man,he,his,He,"straight (that is, not gay)",,,,,,,,,,,,,,,,,,,,,,moderately wealthy,low-income,moderately wealthy,moderately wealthy,,,,,"has an MD, and works as a cardiologist","has a primary school education, and works as a cleaner","has a high school degree, and works as a restaurant manager","has a primary school education, and works as a cleaner",,,,,speaks English,speaks English,does not speak English,does not speak English,,,,,Muslim,Christian,Christian,Christian,,,,,feared government persecution,could not find work due to high unemployment,feared government persecution,could not find work due to high unemployment,,,,
2023-01-31 12:56:46,2023-01-31 12:59:42,IP Address,*******,100,176,True,2023-01-31 12:59:43,R_SSGEC4ExeHDdXVv,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,5f555b34dd31029278c460f6,Immigrant 1 should be admitted.,,18.557,23.383,34.846,2,7 (definitely admit),7 (a great deal of shared values),4,7 (a great deal of shared values),Other,Green,Immigrant 3 should be admitted.,,15.634,15.634,31.146,1,7 (definitely admit),7 (a great deal of shared values),7 (definitely admit),7 (a great deal of shared values),,,,,,,,,,,,,,,,,,,,,Other,9,Woman,Yes,Yes,Democrat,Something else,Bachelor's degree,Atheist (do not believe in God),Never,,,,,,,,,,,,,5f555b34dd31029278c460f6,woman,she,her,She,"straight (that is, not lesbian)",man,he,his,He,gay,woman,she,her,She,"straight (that is, not lesbian)",man,he,his,He,"straight (that is, not gay)",,,,,,,,,,,,,,,,,,,,,,low-income,moderately wealthy,low-income,low-income,,,,,"has an MD, and works as a cardiologist","has a primary school education, and works as a cleaner","has a high school degree, and works as a restaurant manager","has an MD, and works as a cardiologist",,,,,does not speak English,does not speak English,does not speak English,speaks English,,,,,Christian,Christian,Muslim,Christian,,,,,feared government persecution,could not find work due to high unemployment,feared government persecution,could not find work due to high unemployment,,,,
2023-01-31 12:56:42,2023-01-31 13:00:39,IP Address,*******,100,236,True,2023-01-31 13:00:41,R_2S2GtggEAJYXF11,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,5fd6dd92bd1eb165c677833c,Immigrant 1 should be admitted.,,7.191,36.753,38.012,5,7 (definitely admit),6,7 (definitely admit),6,Other,Green,Immigrant 4 should be admitted.,,1.693,50.635,52.873,18,7 (definitely admit),6,7 (definitely admit),6,,,,,,,,,,,,,,,,,,,,,Other,9,Woman,Yes,Yes,Democrat,Bisexual,Bachelor's degree,Nothing in particular,Never,,,,,,,,,,,,,5fd6dd92bd1eb165c677833c,man,he,his,He,"straight (that is, not gay)",woman,she,her,She,lesbian,woman,she,her,She,"straight (that is, not lesbian)",man,he,his,He,gay,,,,,,,,,,,,,,,,,,,,,,low-income,moderately wealthy,low-income,low-income,,,,,"has an MD, and works as a cardiologist","has a primary school education, and works as a cleaner","has a primary school education, and works as a cleaner","has a high school degree, and works as a restaurant manager",,,,,does not speak English,speaks English,speaks English,does not speak English,,,,,Christian,Muslim,Muslim,Muslim,,,,,feared government persecution,could not find work due to high unemployment,could not find work due to high unemployment,feared government persecution,,,,
2023-01-31 13:00:52,2023-01-31 13:03:27,IP Address,*******,100,155,True,2023-01-31 13:03:28,R_2wTbNKkylYn8BPb,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,5e6734d8c93b304c33653171,Immigrant 2 should be admitted.,,21.537,21.537,31.731,1,5,6,6,6,Other,green,Immigrant 3 should be admitted.,,24.745,24.745,33.685,1,6,6,6,5,,,,,,,,,,,,,,,,,,,,,Other,9,Man,Yes,Yes,Democrat,"Straight (that is, not gay or lesbian)",Bachelor's degree,Nothing in particular,Never,,,,,,,,,,,,,5e6734d8c93b304c33653171,man,he,his,He,"straight (that is, not gay)",woman,she,her,She,lesbian,woman,she,her,She,"straight (that is, not lesbian)",woman,she,her,She,"straight (that is, not lesbian)",,,,,,,,,,,,,,,,,,,,,,moderately wealthy,low-income,moderately wealthy,low-income,,,,,"has a primary school education, and works as a cleaner","has a primary school education, and works as a cleaner","has a primary school education, and works as a cleaner","has an MD, and works as a cardiologist",,,,,does not speak English,speaks English,speaks English,does not speak English,,,,,Muslim,Christian,Christian,Muslim,,,,,feared government persecution,feared government persecution,feared government persecution,could not find work due to high unemployment,,,,
2023-01-31 12:58:41,2023-01-31 13:03:30,IP Address,*******,100,289,True,2023-01-31 13:03:31,R_2tnYcaxPvWkWObf,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,60fdb96ca7c84b1b5e8d6918,Immigrant 1 should be admitted.,,51.198,53.579,60.486,3,6,5,6,6,Other,Green,Immigrant 3 should be admitted.,,29.262,31.971,33.087,3,7 (definitely admit),6,6,6,,,,,,,,,,,,,,,,,,,,,Other,9,Woman,Yes,Yes,Democrat,"Straight (that is, not gay or lesbian)",Some college,Agnostic (not sure if there is a God),Never,,,,,,,,,,,,,60fdb96ca7c84b1b5e8d6918,woman,she,her,She,"straight (that is, not lesbian)",woman,she,her,She,lesbian,woman,she,her,She,"straight (that is, not lesbian)",woman,she,her,She,"straight (that is, not lesbian)",,,,,,,,,,,,,,,,,,,,,,low-income,low-income,low-income,moderately wealthy,,,,,"has a high school degree, and works as a restaurant manager","has a high school degree, and works as a restaurant manager","has an MD, and works as a cardiologist","has a primary school education, and works as a cleaner",,,,,speaks English,speaks English,speaks English,speaks English,,,,,Muslim,Christian,Muslim,Christian,,,,,feared government persecution,could not find work due to high unemployment,feared government persecution,feared government persecution,,,,
2023-01-31 13:01:00,2023-01-31 13:03:50,IP Address,*******,100,169,True,2023-01-31 13:03:51,R_0jIg4ORFWJrOtLH,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,5d48652e983b1e0019576359,Immigrant 2 should be admitted.,,18.952,36.382,37.42,3,6,7 (a great deal of shared values),7 (definitely admit),7 (a great deal of shared values),Other,Green,Immigrant 4 should be admitted.,,19.752,34.558,35.554,5,6,7 (a great deal of shared values),7 (definitely admit),7 (a great deal of shared values),,,,,,,,,,,,,,,,,,,,,Other,9,Woman,Yes,Yes,Democrat,Bisexual,Bachelor's degree,Atheist (do not believe in God),Never,,,,,,,,,,,,,5d48652e983b1e0019576359,man,he,his,He,gay,woman,she,her,She,"straight (that is, not lesbian)",man,he,his,He,"straight (that is, not gay)",woman,she,her,She,lesbian,,,,,,,,,,,,,,,,,,,,,,moderately wealthy,moderately wealthy,low-income,low-income,,,,,"has an MD, and works as a cardiologist","has an MD, and works as a cardiologist","has an MD, and works as a cardiologist","has a high school degree, and works as a restaurant manager",,,,,does not speak English,speaks English,speaks English,does not speak English,,,,,Christian,Muslim,Christian,Christian,,,,,could not find work due to high unemployment,feared government persecution,feared government persecution,feared government persecution,,,,
2023-01-31 13:02:01,2023-01-31 13:05:04,IP Address,*******,100,182,True,2023-01-31 13:05:04,R_12hBufASKRrNayq,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,63d40026ac3f8c9461fe84cc,Immigrant 2 should be admitted.,,2.739,37.697,38.909,5,5,6,6,5,Other,"Green ",Immigrant 3 should be admitted.,,13.751,29.866,30.705,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,Other,9,Woman,Yes,Yes,Democrat,Bisexual,Bachelor's degree,Atheist (do not believe in God),Never,,,,,,,,,,,,,63d40026ac3f8c9461fe84cc,woman,she,her,She,lesbian,man,he,his,He,"straight (that is, not gay)",man,he,his,He,"straight (that is, not gay)",man,he,his,He,gay,,,,,,,,,,,,,,,,,,,,,,moderately wealthy,low-income,moderately wealthy,moderately wealthy,,,,,"has a high school degree, and works as a restaurant manager","has an MD, and works as a cardiologist","has a primary school education, and works as a cleaner","has a primary school education, and works as a cleaner",,,,,speaks English,does not speak English,speaks English,does not speak English,,,,,Christian,Muslim,Christian,Muslim,,,,,could not find work due to high unemployment,feared government persecution,could not find work due to high unemployment,could not find work due to high unemployment,,,,
2023-01-31 13:02:28,2023-01-31 13:05:25,IP Address,*******,100,176,True,2023-01-31 13:05:25,R_4YjkRm7GnJeYY1P,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,6109893072f9e51727969f65,Immigrant 2 should be admitted.,,24.434,32.098,33.078,2,6,4,7 (definitely admit),5,Other,green,Immigrant 3 should be admitted.,,24.441,24.441,31.554,1,7 (definitely admit),4,4,4,,,,,,,,,,,,,,,,,,,,,Other,9,Woman,Yes,Yes,Democrat,"Straight (that is, not gay or lesbian)",Some college,Roman Catholic (Catholic),About once or twice a year,,,,,,,,,,,,,6109893072f9e51727969f65,woman,she,her,She,lesbian,woman,she,her,She,lesbian,man,he,his,He,"straight (that is, not gay)",woman,she,her,She,"straight (that is, not lesbian)",,,,,,,,,,,,,,,,,,,,,,moderately wealthy,moderately wealthy,low-income,moderately wealthy,,,,,"has a primary school education, and works as a cleaner","has an MD, and works as a cardiologist","has a high school degree, and works as a restaurant manager","has a high school degree, and works as a restaurant manager",,,,,speaks English,speaks English,speaks English,speaks English,,,,,Muslim,Muslim,Muslim,Christian,,,,,could not find work due to high unemployment,feared government persecution,feared government persecution,could not find work due to high unemployment,,,,
2023-01-31 13:05:11,2023-01-31 13:08:10,IP Address,*******,100,178,True,2023-01-31 13:08:10,R_XUham1IVHaCuCD7,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,628e1bdc4d5e1b1bdefb8f50,Immigrant 2 should be admitted.,,2.403,42.87,44.273,5,7 (definitely admit),5,7 (definitely admit),6,Other,Green,Immigrant 3 should be admitted.,,1.912,18.132,44.232,4,7 (definitely admit),6,7 (definitely admit),4,,,,,,,,,,,,,,,,,,,,,Other,9,Man,Yes,Yes,Democrat,"Straight (that is, not gay or lesbian)",Some college,Agnostic (not sure if there is a God),About once or twice a year,,,,,,,,,,,,,628e1bdc4d5e1b1bdefb8f50,man,he,his,He,"straight (that is, not gay)",man,he,his,He,"straight (that is, not gay)",man,he,his,He,gay,woman,she,her,She,lesbian,,,,,,,,,,,,,,,,,,,,,,low-income,low-income,moderately wealthy,moderately wealthy,,,,,"has a high school degree, and works as a restaurant manager","has a high school degree, and works as a restaurant manager","has an MD, and works as a cardiologist","has a primary school education, and works as a cleaner",,,,,does not speak English,speaks English,does not speak English,does not speak English,,,,,Muslim,Christian,Christian,Muslim,,,,,feared government persecution,feared government persecution,could not find work due to high unemployment,could not find work due to high unemployment,,,,
2023-01-31 13:06:17,2023-01-31 13:08:16,IP Address,*******,100,119,True,2023-01-31 13:08:16,R_1jTEjlJmN4DlMEX,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,5ff46ffb1d6cb4b336349879,Immigrant 1 should be admitted.,,22.772,22.772,32.114,1,6,6,6,6,Other,Green,Immigrant 4 should be admitted.,,10.084,10.084,31.877,1,6,6,6,6,,,,,,,,,,,,,,,,,,,,,Other,9,Woman,Yes,Yes,Democrat,Lesbian or gay,Bachelor's degree,Agnostic (not sure if there is a God),Never,,,,,,,,,,,,,5ff46ffb1d6cb4b336349879,man,he,his,He,gay,woman,she,her,She,"straight (that is, not lesbian)",woman,she,her,She,"straight (that is, not lesbian)",man,he,his,He,"straight (that is, not gay)",,,,,,,,,,,,,,,,,,,,,,low-income,low-income,moderately wealthy,low-income,,,,,"has a primary school education, and works as a cleaner","has a primary school education, and works as a cleaner","has a primary school education, and works as a cleaner","has a primary school education, and works as a cleaner",,,,,speaks English,does not speak English,speaks English,speaks English,,,,,Christian,Muslim,Christian,Christian,,,,,feared government persecution,feared government persecution,feared government persecution,feared government persecution,,,,
2023-01-31 13:04:25,2023-01-31 13:09:00,IP Address,*******,100,275,True,2023-01-31 13:09:01,R_2thVuglgqBOZ3Q4,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,5c1f02a310677f0001da17b8,Immigrant 1 should be admitted.,,26.964,26.964,59.508,1,6,6,4,6,Other,Green,Immigrant 3 should be admitted.,,24.442,24.442,42.543,1,5,5,4,5,,,,,,,,,,,,,,,,,,,,,Other,9,Woman,Yes,Yes,Democrat,"Straight (that is, not gay or lesbian)",Some college,Atheist (do not believe in God),Never,,,,,,,,,,,,,5c1f02a310677f0001da17b8,man,he,his,He,gay,woman,she,her,She,"straight (that is, not lesbian)",man,he,his,He,gay,woman,she,her,She,"straight (that is, not lesbian)",,,,,,,,,,,,,,,,,,,,,,low-income,low-income,moderately wealthy,moderately wealthy,,,,,"has an MD, and works as a cardiologist","has a high school degree, and works as a restaurant manager","has an MD, and works as a cardiologist","has a primary school education, and works as a cleaner",,,,,does not speak English,speaks English,speaks English,speaks English,,,,,Christian,Muslim,Muslim,Christian,,,,,could not find work due to high unemployment,could not find work due to high unemployment,feared government persecution,feared government persecution,,,,
2023-01-31 13:05:56,2023-01-31 13:09:01,IP Address,*******,100,185,True,2023-01-31 13:09:02,R_3sbjUTNLBnDEq6C,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,595d77593bc7aa0001037162,Immigrant 1 should be admitted.,,32.204,32.204,35.798,1,4,4,4,4,Other,Green,Immigrant 3 should be admitted.,,13.992,13.992,31.354,1,4,4,4,4,,,,,,,,,,,,,,,,,,,,,Other,9,Woman,Yes,Yes,Independent,I don't know the answer,Bachelor's degree,Other Christian,About once or twice a year,,,,,,,,,,,,,595d77593bc7aa0001037162,woman,she,her,She,lesbian,man,he,his,He,"straight (that is, not gay)",woman,she,her,She,lesbian,woman,she,her,She,"straight (that is, not lesbian)",,,,,,,,,,,,,,,,,,,,,,low-income,low-income,low-income,low-income,,,,,"has a high school degree, and works as a restaurant manager","has a primary school education, and works as a cleaner","has a high school degree, and works as a restaurant manager","has a primary school education, and works as a cleaner",,,,,does not speak English,does not speak English,speaks English,speaks English,,,,,Christian,Christian,Muslim,Christian,,,,,feared government persecution,feared government persecution,feared government persecution,could not find work due to high unemployment,,,,
2023-01-31 12:42:04,2023-01-31 13:09:33,IP Address,*******,100,1649,True,2023-01-31 13:09:33,R_3ER56j2nVOfOwss,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,5c28884289f035000174bfbe,Immigrant 1 should be admitted.,,1411.665,1411.665,1420.397,1,6,4,2,2,Other,Green,Immigrant 3 should be admitted.,,1.329,26.932,31.649,2,6,5,2,2,,,,,,,,,,,,,,,,,,,,,Other,9,Woman,Yes,Yes,Independent,Bisexual,High school,Atheist (do not believe in God),Never,,,,,,,,,,,,,5c28884289f035000174bfbe,woman,she,her,She,"straight (that is, not lesbian)",man,he,his,He,gay,woman,she,her,She,lesbian,woman,she,her,She,"straight (that is, not lesbian)",,,,,,,,,,,,,,,,,,,,,,low-income,moderately wealthy,moderately wealthy,low-income,,,,,"has a high school degree, and works as a restaurant manager","has an MD, and works as a cardiologist","has a high school degree, and works as a restaurant manager","has a primary school education, and works as a cleaner",,,,,speaks English,speaks English,speaks English,speaks English,,,,,Muslim,Muslim,Christian,Muslim,,,,,feared government persecution,could not find work due to high unemployment,feared government persecution,could not find work due to high unemployment,,,,
2023-01-31 13:05:22,2023-01-31 13:10:11,IP Address,*******,100,288,True,2023-01-31 13:10:12,R_BQX7oJgJtp7VLep,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,5f9f431d6aa4f3589c783492,Immigrant 2 should be admitted.,,5.192,40.672,45.044,5,7 (definitely admit),6,7 (definitely admit),6,Other,Green,Immigrant 4 should be admitted.,,1.437,38.061,39.614,6,7 (definitely admit),7 (a great deal of shared values),7 (definitely admit),7 (a great deal of shared values),,,,,,,,,,,,,,,,,,,,,Other,9,Woman,Yes,Yes,Democrat,"Straight (that is, not gay or lesbian)",Bachelor's degree,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church of Christ, Jehovah’s Witness, etc.)",Less than once a year,,,,,,,,,,,,,5f9f431d6aa4f3589c783492,woman,she,her,She,lesbian,woman,she,her,She,lesbian,woman,she,her,She,lesbian,man,he,his,He,"straight (that is, not gay)",,,,,,,,,,,,,,,,,,,,,,moderately wealthy,moderately wealthy,moderately wealthy,low-income,,,,,"has an MD, and works as a cardiologist","has a primary school education, and works as a cleaner","has an MD, and works as a cardiologist","has a high school degree, and works as a restaurant manager",,,,,speaks English,does not speak English,speaks English,does not speak English,,,,,Muslim,Muslim,Christian,Christian,,,,,could not find work due to high unemployment,could not find work due to high unemployment,could not find work due to high unemployment,feared government persecution,,,,
2023-01-31 13:05:31,2023-01-31 13:10:22,IP Address,*******,100,290,True,2023-01-31 13:10:23,R_1Dp9EOmmXVFyUqp,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,615f882d403f68f51efd96e9,Immigrant 1 should be admitted.,,1.698,66.091,68.107,10,7 (definitely admit),7 (a great deal of shared values),6,6,Other,Green,Immigrant 4 should be admitted.,,1.784,30.511,31.501,7,6,6,7 (definitely admit),7 (a great deal of shared values),,,,,,,,,,,,,,,,,,,,,Other,9,Woman,Yes,Yes,None of these,"Straight (that is, not gay or lesbian)",High school,Nothing in particular,Less than once a year,,,,,,,,,,,,,615f882d403f68f51efd96e9,man,he,his,He,"straight (that is, not gay)",woman,she,her,She,"straight (that is, not lesbian)",man,he,his,He,gay,man,he,his,He,gay,,,,,,,,,,,,,,,,,,,,,,moderately wealthy,low-income,low-income,moderately wealthy,,,,,"has an MD, and works as a cardiologist","has a primary school education, and works as a cleaner","has a high school degree, and works as a restaurant manager","has an MD, and works as a cardiologist",,,,,speaks English,does not speak English,does not speak English,speaks English,,,,,Christian,Christian,Christian,Christian,,,,,feared government persecution,could not find work due to high unemployment,feared government persecution,feared government persecution,,,,
2023-01-31 13:07:20,2023-01-31 13:10:27,IP Address,*******,100,187,True,2023-01-31 13:10:28,R_3EyCJP6iivGz7Da,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,5e33837fa617e535a5be85a7,Immigrant 2 should be admitted.,,44.567,44.567,46.39,1,6,6,6,6,Other,Green,Immigrant 3 should be admitted.,,63.745,63.745,65.348,1,6,6,6,6,,,,,,,,,,,,,,,,,,,,,Other,9,Woman,Yes,Yes,Democrat,Something else,Bachelor's degree,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church of Christ, Jehovah’s Witness, etc.)",Several times a year,,,,,,,,,,,,,5e33837fa617e535a5be85a7,woman,she,her,She,lesbian,woman,she,her,She,lesbian,woman,she,her,She,"straight (that is, not lesbian)",woman,she,her,She,lesbian,,,,,,,,,,,,,,,,,,,,,,low-income,low-income,low-income,low-income,,,,,"has a high school degree, and works as a restaurant manager","has a primary school education, and works as a cleaner","has a high school degree, and works as a restaurant manager","has a primary school education, and works as a cleaner",,,,,does not speak English,does not speak English,speaks English,does not speak English,,,,,Christian,Muslim,Christian,Muslim,,,,,feared government persecution,feared government persecution,feared government persecution,could not find work due to high unemployment,,,,
2023-01-31 13:07:49,2023-01-31 13:10:35,IP Address,*******,100,166,True,2023-01-31 13:10:35,R_3G3qh4YXpSLPCww,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,63d7d8feeef342b99ddfa82b,Immigrant 1 should be admitted.,,8.495,38.256,38.803,5,5,6,6,6,Other,Green,Immigrant 3 should be admitted.,,18.354,30.466,31.07,6,6,6,5,5,,,,,,,,,,,,,,,,,,,,,Other,9,Man,Yes,Yes,Independent,"Straight (that is, not gay or lesbian)",Bachelor's degree,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church of Christ, Jehovah’s Witness, etc.)",About once or twice a year,,,,,,,,,,,,,63d7d8feeef342b99ddfa82b,man,he,his,He,"straight (that is, not gay)",woman,she,her,She,"straight (that is, not lesbian)",woman,she,her,She,"straight (that is, not lesbian)",woman,she,her,She,"straight (that is, not lesbian)",,,,,,,,,,,,,,,,,,,,,,moderately wealthy,low-income,low-income,moderately wealthy,,,,,"has a primary school education, and works as a cleaner","has a high school degree, and works as a restaurant manager","has a primary school education, and works as a cleaner","has an MD, and works as a cardiologist",,,,,does not speak English,speaks English,does not speak English,speaks English,,,,,Muslim,Muslim,Christian,Christian,,,,,feared government persecution,could not find work due to high unemployment,feared government persecution,could not find work due to high unemployment,,,,
2023-01-31 13:04:45,2023-01-31 13:10:54,IP Address,*******,100,369,True,2023-01-31 13:10:54,R_2zpwxkGUPNx5ZfC,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,63d455146a9d45add7f00201,Immigrant 1 should be admitted.,,75.97,75.97,78.745,1,7 (definitely admit),6,4,1 (no shared values),Other,green,Immigrant 4 should be admitted.,,77.097,77.097,79.031,1,3,1 (no shared values),7 (definitely admit),6,,,,,,,,,,,,,,,,,,,,,Other,9,Woman,Yes,Yes,Democrat,"Straight (that is, not gay or lesbian)",Some college,Other Christian,Less than once a year,,,,,,,,,,,,,63d455146a9d45add7f00201,man,he,his,He,"straight (that is, not gay)",woman,she,her,She,lesbian,woman,she,her,She,"straight (that is, not lesbian)",man,he,his,He,"straight (that is, not gay)",,,,,,,,,,,,,,,,,,,,,,moderately wealthy,moderately wealthy,low-income,moderately wealthy,,,,,"has an MD, and works as a cardiologist","has an MD, and works as a cardiologist","has a high school degree, and works as a restaurant manager","has a primary school education, and works as a cleaner",,,,,does not speak English,does not speak English,does not speak English,speaks English,,,,,Muslim,Muslim,Muslim,Muslim,,,,,feared government persecution,could not find work due to high unemployment,could not find work due to high unemployment,could not find work due to high unemployment,,,,
